time,settlement_1,settlement_2,settlement_3,settlement_4
2025/8/24 13:00,28.32,23.94,30.22,19.45
2025/8/24 13:10,28.34,24,30.26,19.57
2025/8/24 13:20,28.4,24.05,30.33,19.69
2025/8/24 13:30,28.4,24.11,30.5,19.88
2025/8/24 13:40,28.45,24.26,30.67,20.1
2025/8/24 13:50,28.43,24.11,30.63,20.1
2025/8/24 14:00,28.47,24.11,30.62,19.94
2025/8/24 14:10,28.51,24.4,30.8,20.32
2025/8/24 14:20,28.47,24.3,30.8,20.34
2025/8/24 14:30,28.47,24.36,30.88,20.34
2025/8/24 14:40,28.45,24.28,30.75,20.2
2025/8/24 14:50,28.43,24.2,30.73,20.18
2025/8/24 15:00,28.43,24.24,30.73,20.22
2025/8/24 15:10,28.43,24.3,30.9,20.32
2025/8/24 15:20,28.42,24.34,30.86,20.36
2025/8/24 15:30,28.4,24.17,30.88,20.28
2025/8/24 15:40,28.43,24.09,30.75,20.2
2025/8/24 15:50,28.43,24.24,30.77,20.24
2025/8/24 16:00,28.42,24.15,30.71,20.18
2025/8/24 16:10,28.43,24.09,30.73,20.08
2025/8/24 16:20,28.42,24.13,30.67,20.02
2025/8/24 16:30,28.42,24.13,30.73,19.98
2025/8/24 16:40,28.42,23.96,30.67,20.06
2025/8/24 16:50,28.42,24,30.67,20.04
2025/8/24 17:00,28.4,24.15,30.69,20.04
2025/8/24 17:10,28.4,24.11,30.67,20
2025/8/24 17:20,28.38,24.11,30.65,19.98
2025/8/24 17:30,28.34,23.92,30.63,19.96
2025/8/24 17:40,28.32,24.01,30.63,19.94
2025/8/24 17:50,28.3,23.88,30.63,19.94
2025/8/24 18:00,28.17,23.96,30.62,19.88
2025/8/25 7:20,27.7,23.77,30.43,19.63
2025/8/25 7:30,27.74,23.8,30.48,19.67
2025/8/25 7:40,27.76,23.8,30.5,19.69
2025/8/25 7:50,27.78,23.82,30.5,19.69
2025/8/25 8:00,27.79,23.84,30.54,19.71
2025/8/25 8:10,27.83,23.73,30.54,19.71
2025/8/25 8:20,27.83,23.86,30.58,19.75
2025/8/25 8:30,27.89,23.94,30.62,19.8
2025/8/25 8:40,27.93,23.96,30.65,19.82
2025/8/25 8:50,27.91,23.94,30.67,19.84
2025/8/25 9:00,27.89,23.96,30.67,19.86
2025/8/25 9:10,27.91,24,30.67,19.86
2025/8/25 9:20,27.93,24.01,30.67,19.88
2025/8/25 9:30,27.93,24.01,30.67,19.88
2025/8/25 9:40,27.94,24,30.71,19.9
2025/8/25 9:50,27.98,23.98,30.73,19.92
2025/8/25 10:00,28.06,24.15,30.8,19.98
2025/8/25 10:10,28.15,24.17,30.77,19.98
2025/8/25 10:20,28.15,24.15,30.8,20
2025/8/25 10:30,28.15,24.03,30.78,19.96
2025/8/25 10:40,28.25,24.24,30.75,19.98
2025/8/25 10:50,28.38,24.59,30.94,20
2025/8/25 11:00,28.89,24.72,31.05,20.02
2025/8/25 11:10,29.04,24.85,31.1,20.04
2025/8/25 11:20,29.26,24.99,31.12,20.04
2025/8/25 11:30,29.32,25.02,31.1,20.06
2025/8/25 11:40,29.26,24.62,31.05,20.04
2025/8/25 11:50,29.28,25.04,31.01,20.06
2025/8/25 12:00,29.39,25.1,31.22,20.06
2025/8/25 12:10,29.37,25.02,31.22,20.16
2025/8/25 12:20,29.28,25,31.01,20.12
2025/8/25 12:30,29.22,25.02,31.07,20.2
2025/8/25 12:40,29.32,25.1,31.12,20.22
2025/8/25 12:50,29.28,25.16,31.16,20.14
2025/8/25 13:00,29.21,25.04,31.31,20.41
2025/8/25 13:10,29.17,25.06,31.22,20.59
2025/8/25 13:20,29.13,25.06,31.2,20.77
2025/8/25 13:30,29.11,25.06,31.29,20.79
2025/8/25 13:40,29.09,25.1,31.35,20.77
2025/8/25 13:50,29.07,25.06,31.24,20.67
2025/8/25 14:00,29.09,25.18,31.41,20.83
2025/8/25 14:10,29.07,25.18,31.56,20.95
2025/8/25 14:20,29.05,25.04,31.61,20.95
2025/8/25 14:30,28.94,25.08,31.59,20.91
2025/8/25 14:40,28.92,25.08,31.57,20.95
2025/8/25 14:50,28.94,25.04,31.46,20.85
2025/8/25 15:00,28.94,25.06,31.42,20.81
2025/8/25 15:10,28.94,25.06,31.48,20.85
2025/8/25 15:20,28.92,24.93,31.46,20.79
2025/8/25 15:30,28.9,24.93,31.56,20.97
2025/8/25 15:40,28.89,25.04,31.59,21.04
2025/8/25 15:50,28.89,25.12,31.78,21.08
2025/8/25 16:00,28.85,24.97,31.74,20.99
2025/8/25 16:10,28.87,25.1,31.74,21.04
2025/8/25 16:20,28.87,25.12,31.8,21.1
2025/8/25 16:30,28.87,25.18,31.76,21.08
2025/8/25 16:40,28.87,25.1,31.78,21.1
2025/8/25 16:50,28.87,25.04,31.71,21
2025/8/25 17:00,28.87,25.08,31.73,20.99
2025/8/25 17:10,28.87,24.93,31.67,20.93
2025/8/25 17:20,28.85,24.99,31.61,20.83
2025/8/25 17:30,28.66,24.95,31.56,20.75
2025/8/25 17:40,28.64,24.74,31.57,20.71
2025/8/25 17:50,28.58,24.8,31.46,20.67
2025/8/25 18:00,28.57,24.76,31.46,20.55
2025/8/25 18:10,28.57,24.72,31.52,20.61
2025/8/25 18:20,28.57,24.72,31.5,20.57
2025/8/26 8:10,28.13,24.6,31.22,20.22
2025/8/26 8:20,28.23,24.68,31.29,20.28
2025/8/26 8:30,28.25,24.68,31.31,20.28
2025/8/26 8:40,28.25,24.64,31.33,20.32
2025/8/26 8:50,28.26,24.68,31.37,20.34
2025/8/26 9:00,28.32,24.74,31.37,20.34
2025/8/26 9:10,28.45,24.85,31.41,20.38
2025/8/26 9:20,28.83,24.97,31.41,20.4
2025/8/26 9:30,28.89,24.97,31.52,20.38
2025/8/26 9:40,28.9,25.02,31.61,20.4
2025/8/26 9:50,28.96,25.04,31.59,20.4
2025/8/26 10:00,28.94,25,31.63,20.38
2025/8/26 10:10,28.98,24.81,31.56,20.43
2025/8/26 10:20,28.94,24.57,31.44,20.32
2025/8/26 10:30,28.9,24.87,31.52,20.38
2025/8/26 10:40,28.96,24.89,31.48,20.4
2025/8/26 10:50,29,24.95,31.57,20.45
2025/8/26 11:00,29.21,25.08,31.73,20.51
2025/8/26 11:10,29.22,25.12,31.67,20.49
2025/8/26 11:20,29.21,25.06,31.71,20.51
2025/8/26 11:30,29.26,25.08,31.71,20.47
2025/8/26 11:40,29.36,25.16,31.71,20.51
2025/8/26 11:50,29.34,25.16,31.76,20.55
2025/8/26 12:00,29.26,25.1,31.73,20.55
2025/8/26 12:10,29.28,25.14,31.78,20.61
2025/8/26 12:20,29.26,25.14,31.8,20.63
2025/8/26 12:30,29.21,25.12,31.76,20.65
2025/8/26 12:40,29.17,24.95,31.74,20.83
2025/8/26 12:50,29.21,25.14,31.78,20.89
2025/8/26 13:00,29.17,25.12,31.78,20.95
2025/8/26 13:10,29.17,25.1,31.8,21
2025/8/26 13:30,29.11,25.06,31.84,21.16
2025/8/26 13:40,29.11,25.1,31.86,21.18
2025/8/26 14:10,29.07,25.06,31.82,21.26
2025/8/26 14:20,29.09,24.95,31.78,21.24
2025/8/26 14:30,29.05,25.04,31.8,21.12
2025/8/26 14:40,29.02,24.93,31.84,21.32
2025/8/26 14:50,29.02,25.12,31.91,21.36
2025/8/26 15:00,28.98,25,31.78,21.2
2025/8/26 15:10,28.85,24.87,31.67,21.02
2025/8/26 15:20,28.73,24.93,31.65,21.04
2025/8/26 15:30,28.73,24.93,31.65,21.04
2025/8/26 15:40,28.73,25.02,31.78,21.2
2025/8/26 15:50,28.77,25.16,31.91,21.34
2025/8/26 16:00,28.77,25.18,31.91,21.42
2025/8/26 16:10,28.75,25.12,31.88,21.44
2025/8/26 16:20,28.75,25.14,31.88,21.44
2025/8/26 16:30,28.73,24.99,31.84,21.38
2025/8/26 16:40,28.73,25.06,31.82,21.4
2025/8/26 16:50,28.72,24.97,31.71,21.2
2025/8/26 17:00,28.72,24.85,31.74,21.2
2025/8/26 17:10,28.7,24.87,31.71,21.08
2025/8/26 17:20,28.7,24.99,31.65,21.12
2025/8/26 17:30,28.7,24.97,31.61,21.04
2025/8/26 17:40,28.7,24.91,31.52,21
2025/8/26 17:50,28.6,24.87,31.56,20.95
2025/8/26 18:00,28.58,24.81,31.52,20.89
2025/8/26 18:10,28.57,24.76,31.48,20.83
2025/8/26 18:20,28.42,24.7,31.41,20.79
2025/8/27 7:30,27.17,25.42,30.65,19.88
2025/8/27 7:40,27.14,25.6,30.67,19.88
2025/8/27 7:50,27.12,25.65,30.62,19.67
2025/8/27 8:00,26.97,25.86,30.71,19.69
2025/8/27 8:10,27.34,25.9,30.71,19.63
2025/8/27 8:20,27.74,25.96,30.77,19.39
2025/8/27 8:30,28.13,26,30.8,19.16
2025/8/27 8:40,28.34,26.03,30.78,19.14
2025/8/27 8:50,28.49,26.05,31.24,18.76
2025/8/27 9:00,28.62,26.17,31.29,18.64
2025/8/27 9:10,28.72,26.24,31.33,19.1
2025/8/27 9:20,28.6,26.19,31.29,19.43
2025/8/27 9:30,28.49,26.22,31.39,19.71
2025/8/27 9:40,28.57,26.28,31.42,19.8
2025/8/27 9:50,28.57,26.3,31.48,19.86
2025/8/27 10:00,28.55,26.24,31.44,19.73
2025/8/27 10:10,28.57,26.24,31.48,19.84
2025/8/27 10:20,28.64,26.36,31.56,20.02
2025/8/27 10:30,28.7,26.28,31.59,20.08
2025/8/27 10:40,28.75,26.45,31.57,20.06
2025/8/27 10:50,28.81,26.49,31.59,20.16
2025/8/27 11:00,28.85,26.38,31.61,20.32
2025/8/27 11:10,28.87,26.36,31.63,20.32
2025/8/27 11:20,29.04,26.51,31.63,20.3
2025/8/27 11:30,29.07,26.45,31.67,20.41
2025/8/27 11:40,29.07,26.62,31.73,20.45
2025/8/27 11:50,29.04,26.57,31.69,20.45
2025/8/27 12:00,29.02,26.36,31.69,20.45
2025/8/27 12:10,29,26.55,31.67,20.55
2025/8/27 12:20,28.98,26.51,31.67,20.57
2025/8/27 12:40,28.96,26.53,31.69,20.61
2025/8/27 12:50,29,26.62,31.73,20.57
2025/8/27 13:00,28.98,26.68,31.82,20.73
2025/8/27 13:10,28.98,26.64,31.84,20.81
2025/8/27 13:20,28.98,26.64,31.78,20.83
2025/8/27 13:30,28.98,26.7,31.82,20.87
2025/8/27 13:40,28.96,26.66,31.78,20.85
2025/8/27 13:50,28.96,26.66,31.78,20.85
2025/8/27 14:00,28.98,26.74,31.86,20.93
2025/8/27 14:10,29,26.78,31.91,21
2025/8/27 14:20,28.98,26.8,31.95,21.18
2025/8/27 14:30,29,26.78,31.95,21.08
2025/8/27 14:40,29,26.81,32.52,21.3
2025/8/27 14:50,28.96,26.6,32.38,21.16
2025/8/27 15:00,28.96,26.72,32.44,21.16
2025/8/27 15:10,28.98,26.72,32.52,21.26
2025/8/27 15:20,28.96,26.8,32.52,21.28
2025/8/27 15:30,28.98,26.85,32.57,21.26
2025/8/27 15:40,28.96,26.78,32.5,21.32
2025/8/27 15:50,28.96,26.74,32.52,21.06
2025/8/27 16:00,28.96,26.8,32.61,21.38
2025/8/27 16:10,28.96,26.8,32.61,21.4
2025/8/27 16:20,28.98,26.83,32.67,21.46
2025/8/27 16:30,28.98,26.64,32.63,21.38
2025/8/27 16:40,29,26.83,32.63,21.4
2025/8/27 16:50,29,26.83,32.67,21.4
2025/8/27 17:00,28.98,26.66,32.61,21.34
2025/8/27 17:10,28.98,26.78,32.53,21.26
2025/8/27 17:20,28.98,26.78,32.5,21.24
2025/8/27 17:30,28.98,26.74,32.38,21.16
2025/8/27 17:40,28.96,26.68,32.44,21.12
2025/8/27 17:50,28.94,26.62,32.38,21.08
2025/8/27 18:00,28.92,26.59,32.4,21.06
2025/8/27 18:10,28.9,26.55,32.4,21.02
2025/8/27 18:20,28.89,26.51,32.35,20.99
2025/8/28 8:20,28.75,26.38,31.93,20.51
2025/8/28 8:30,28.87,26.43,31.95,20.55
2025/8/28 8:40,29.19,26.47,31.97,20.55
2025/8/28 8:50,29.24,26.51,31.99,20.57
2025/8/28 9:00,29.37,26.51,31.99,20.57
2025/8/28 9:10,29.43,26.49,31.99,20.57
2025/8/28 9:20,29.45,26.49,32.05,20.59
2025/8/28 9:30,29.52,26.43,32.16,20.57
2025/8/28 9:40,29.69,26.55,32.25,20.63
2025/8/28 9:50,29.71,26.57,32.27,20.55
2025/8/28 10:00,29.86,26.62,32.33,20.67
2025/8/28 10:10,29.88,26.64,32.33,20.69
2025/8/28 10:20,29.96,26.66,32.35,20.69
2025/8/28 10:30,29.92,26.68,32.33,20.71
2025/8/28 10:40,29.94,26.72,32.27,20.73
2025/8/28 10:50,29.96,26.74,32.35,20.79
2025/8/28 11:00,29.96,26.74,32.35,20.77
2025/8/28 11:10,30.01,26.76,32.33,20.77
2025/8/28 11:20,30.01,26.78,32.35,20.81
2025/8/28 11:30,30.03,26.81,32.4,20.79
2025/8/28 11:40,30.03,26.68,32.36,20.83
2025/8/28 11:50,30.01,26.74,32.33,20.85
2025/8/28 12:00,30.01,26.78,32.4,20.85
2025/8/28 12:10,30.03,26.78,32.4,20.95
2025/8/28 12:20,30.07,26.76,32.42,20.97
2025/8/28 12:30,30.05,26.8,32.4,20.99
2025/8/28 12:40,30.03,26.81,32.44,20.99
2025/8/28 12:50,29.94,26.68,32.46,20.99
2025/8/28 13:00,29.86,26.85,32.48,20.91
2025/8/28 13:10,29.81,26.93,32.52,21.2
2025/8/28 13:20,29.75,26.97,32.44,21.3
2025/8/28 13:30,29.73,26.99,32.48,21.34
2025/8/28 13:40,29.64,26.85,32.57,21.4
2025/8/28 13:50,29.58,26.93,32.53,21.36
2025/8/28 14:00,29.6,26.97,32.59,21.44
2025/8/28 14:10,29.58,26.97,32.59,21.46
2025/8/28 14:20,29.58,26.97,32.59,21.44
2025/8/28 14:30,29.58,26.99,32.61,21.46
2025/8/28 14:40,29.58,26.99,32.67,21.5
2025/8/28 14:50,29.56,26.87,32.65,21.44
2025/8/28 15:00,29.56,26.91,32.61,21.46
2025/8/28 15:10,29.54,26.91,32.63,21.48
2025/8/28 15:20,29.52,26.89,32.57,21.46
2025/8/28 15:30,29.51,26.89,32.5,21.44
2025/8/28 15:40,29.36,26.85,32.48,21.4
2025/8/28 15:50,29.36,26.83,32.5,21.38
2025/8/28 16:00,29.34,26.74,32.46,21.28
2025/8/28 16:10,29.34,26.78,32.52,21.38
2025/8/28 16:20,29.3,26.74,32.42,21.3
2025/8/28 16:30,29.32,26.83,32.46,21.4
2025/8/28 16:40,29.3,26.72,32.44,21.4
2025/8/28 16:50,29.3,26.81,32.42,21.4
2025/8/28 17:00,29.3,26.83,32.44,21.42
2025/8/28 17:10,29.3,26.7,32.36,21.3
2025/8/28 17:20,29.21,26.78,32.33,21.18
2025/8/28 17:30,29.19,26.68,32.27,21.1
2025/8/28 17:40,29.19,26.74,32.27,21.06
2025/8/28 17:50,29.17,26.68,32.25,21
2025/8/28 18:00,29.05,26.6,32.23,20.99
2025/8/28 18:10,29.04,26.55,32.18,20.95
2025/8/28 18:20,29.04,26.49,32.06,20.93
2025/8/29 7:30,27.29,24.83,31.1,20.04
2025/8/29 7:40,27.31,24.89,31.14,20.02
2025/8/29 7:50,27.32,24.87,31.1,20.08
2025/8/29 8:00,27.34,24.95,31.16,20.1
2025/8/29 8:10,27.4,24.87,31.16,20.12
2025/8/29 8:20,27.49,25.06,31.22,20.16
2025/8/29 8:30,27.55,25.1,31.2,20.18
2025/8/29 8:40,27.59,25.1,31.29,20.22
2025/8/29 8:50,27.83,25.06,31.29,20.24
2025/8/29 9:00,28.08,25.12,31.29,20.24
2025/8/29 9:10,28.23,25.18,31.29,20.24
2025/8/29 9:20,28.7,25.12,31.35,20.26
2025/8/29 9:30,28.79,25.12,31.31,20.22
2025/8/29 9:40,29.32,24.91,31.41,20.26
2025/8/29 9:50,29.77,24.74,31.27,20.28
2025/8/29 10:00,29.86,25.21,31.56,20.16
2025/8/29 10:10,29.94,25.33,31.54,20
2025/8/29 10:20,29.92,25.35,31.76,19.86
2025/8/29 10:30,29.92,25.29,31.8,19.8
2025/8/29 10:40,29.9,25.31,31.82,19.59
2025/8/29 10:50,29.88,25.46,31.8,19.49
2025/8/29 11:00,29.66,25.65,31.86,20.26
2025/8/29 11:10,29.73,25.79,32.06,20.34
2025/8/29 11:20,29.81,25.79,31.97,20.4
2025/8/29 11:30,29.83,25.69,31.95,20.55
2025/8/29 11:40,29.68,25.44,31.91,20.55
2025/8/29 11:50,29.62,25.67,31.82,20.61
2025/8/29 12:00,29.6,25.69,31.86,20.69
2025/8/29 12:10,29.68,25.75,31.91,20.73
2025/8/29 12:20,29.69,25.75,31.93,20.71
2025/8/29 12:30,29.66,25.77,31.97,20.77
2025/8/29 12:40,29.69,25.54,32.03,20.81
2025/8/29 12:50,29.64,25.69,31.93,20.75
2025/8/29 13:00,29.6,25.58,31.91,20.71
2025/8/29 13:10,29.6,25.67,31.91,20.75
2025/8/29 13:20,29.58,25.65,31.91,20.75
2025/8/29 13:30,29.56,25.65,31.91,20.73
2025/8/29 13:40,29.56,25.67,31.93,20.83
2025/8/29 13:50,29.54,25.8,31.97,20.81
2025/8/29 14:00,29.54,25.71,31.88,20.83
2025/8/29 14:10,29.52,25.71,31.93,20.85
2025/8/29 14:20,29.54,25.56,31.89,20.79
2025/8/29 14:30,29.52,25.67,31.88,20.83
2025/8/29 14:40,29.52,25.73,31.93,20.89
2025/8/29 14:50,29.32,25.73,31.95,20.91
2025/8/29 15:00,29.34,25.71,32.01,20.99
2025/8/29 15:10,29.32,25.75,31.95,21.02
2025/8/29 15:20,29.3,25.69,31.91,21.02
2025/8/29 15:30,29.28,25.65,31.89,20.93
2025/8/29 15:40,29.3,25.71,31.91,21.08
2025/8/29 15:50,29.28,25.79,32.01,21.14
2025/8/29 16:00,29.22,25.75,31.99,21.1
2025/8/29 16:10,29.22,25.69,31.93,21.06
2025/8/29 16:20,29.17,25.67,31.91,21.02
2025/8/29 16:30,29.15,25.52,31.88,20.95
2025/8/29 16:40,29.15,25.6,31.86,20.91
2025/8/29 16:50,29.05,25.46,31.84,20.89
2025/8/29 17:00,29.04,25.5,31.74,20.75
2025/8/29 17:10,29,25.35,31.74,20.75
2025/8/29 17:20,28.98,25.4,31.71,20.65
2025/8/29 17:30,28.85,25.25,31.61,20.57
2025/8/29 17:40,28.83,25.39,31.61,20.63
2025/8/29 17:50,28.77,25.29,31.67,20.61
2025/8/29 18:00,28.75,25.21,31.65,20.59
2025/8/29 18:10,28.75,25.25,31.63,20.55
2025/8/29 18:20,28.75,25.23,31.63,20.51
2025/8/30 8:10,28.3,25.21,31.44,20.24
2025/8/30 8:20,28.4,25.31,31.48,20.28
2025/8/30 8:30,28.49,25.35,31.5,20.3
2025/8/30 8:40,28.47,25.35,31.54,20.36
2025/8/30 8:50,28.45,25.29,31.48,20.18
2025/8/30 9:00,28.43,25.29,31.52,20.36
2025/8/30 9:10,28.42,25.18,31.56,20.26
2025/8/30 9:20,28.43,25.33,31.54,20.28
2025/8/30 9:30,28.43,24.95,31.46,20.24
2025/8/30 9:40,28.4,25.12,31.56,20.41
2025/8/30 9:50,28.42,25.31,31.56,20.38
2025/8/30 10:00,28.42,25.29,31.56,20.3
2025/8/30 10:10,28.43,25.29,31.56,20.41
2025/8/30 10:20,28.42,25.27,31.57,20.36
2025/8/30 10:30,28.43,25.29,31.57,20.4
2025/8/30 10:40,28.42,25.29,31.56,20.4
2025/8/30 10:50,28.42,25.25,31.52,20.4
2025/8/30 11:00,28.43,24.99,31.56,20.41
2025/8/30 11:10,28.43,25.31,31.59,20.38
2025/8/30 11:20,28.43,25.35,31.61,20.4
2025/8/30 11:30,28.43,25.33,31.61,20.43
2025/8/30 11:40,28.42,25.31,31.56,20.41
2025/8/30 11:50,28.42,25.1,31.61,20.43
2025/8/30 12:00,28.42,25.23,31.69,20.38
2025/8/30 12:10,28.4,25.2,31.76,20.34
2025/8/30 12:20,28.43,25.35,31.71,20.28
2025/8/30 12:30,28.45,25.31,31.78,20.28
2025/8/30 12:40,28.47,25.37,31.76,20.45
2025/8/30 12:50,28.47,25.39,31.82,20.45
2025/8/30 13:00,28.47,25.37,31.82,20.45
2025/8/30 13:10,28.45,25.39,31.8,20.45
2025/8/30 13:20,28.43,25.31,31.82,20.43
2025/8/30 13:30,28.47,25.29,31.84,20.47
2025/8/30 13:40,28.49,25.46,31.86,20.55
2025/8/30 13:50,28.49,25.44,31.88,20.53
2025/8/30 14:00,28.51,25.42,31.86,20.53
2025/8/30 14:10,28.53,25.48,31.93,20.59
2025/8/30 14:20,28.57,25.61,31.99,20.69
2025/8/30 14:30,28.55,25.67,31.97,20.77
2025/8/30 14:40,28.55,25.67,32.03,20.79
2025/8/30 14:50,28.55,25.69,32.08,20.81
2025/8/30 15:20,28.6,25.77,32.12,20.99
2025/8/30 15:30,28.6,25.88,32.18,21.06
2025/8/30 15:40,28.6,25.88,32.2,21.08
2025/8/30 15:50,28.58,25.77,32.27,21.14
2025/8/30 16:00,28.58,25.86,32.18,21.06
2025/8/30 16:10,28.55,25.67,32.12,20.91
2025/8/30 16:20,28.55,25.6,32.1,20.89
2025/8/30 16:30,28.55,25.56,32.05,20.79
2025/8/30 16:40,28.55,25.5,31.97,20.69
2025/8/30 16:50,28.55,25.52,31.99,20.67
2025/8/30 17:00,28.55,25.5,31.95,20.61
2025/8/30 17:10,28.53,25.46,31.95,20.59
2025/8/30 17:20,28.53,25.44,31.95,20.55
2025/8/30 17:30,28.51,25.46,31.93,20.51
2025/8/30 17:40,28.53,25.46,31.93,20.55
2025/8/30 17:50,28.51,25.42,31.93,20.53
2025/8/30 18:00,28.51,25.42,31.8,20.41
2025/8/30 18:10,28.47,25.39,31.88,20.49
2025/8/30 18:20,28.47,25.35,31.88,20.47
2025/8/31 7:20,26.74,24.93,31.14,20.08
2025/8/31 7:30,26.87,24.83,31.12,20.02
2025/8/31 7:40,27.1,24.99,31.2,20.04
2025/8/31 7:50,27.25,24.99,31.18,19.94
2025/8/31 8:00,27.27,25.02,31.22,19.94
2025/8/31 8:10,27.29,25.02,31.26,19.98
2025/8/31 8:20,27.42,25.04,31.24,20
2025/8/31 8:30,27.51,25,31.27,20
2025/8/31 8:40,27.53,25.08,31.29,19.92
2025/8/31 8:50,27.98,25.12,31.27,19.94
2025/8/31 9:00,28.17,25.1,31.29,19.88
2025/8/31 9:10,28.19,25.1,31.29,19.84
2025/8/31 9:20,28.64,25.06,31.31,19.69
2025/8/31 9:30,28.72,25.2,31.35,19.71
2025/8/31 9:40,28.98,25.23,31.39,19.71
2025/8/31 9:50,29.21,24.91,31.42,19.67
2025/8/31 10:00,29.58,25.04,31.56,19.73
2025/8/31 10:10,30.03,25.18,31.67,19.73
2025/8/31 10:20,30.27,25.31,31.73,19.75
2025/8/31 10:30,30.33,25.33,31.69,19.75
2025/8/31 10:40,30.37,25.73,31.76,19.75
2025/8/31 10:50,30.38,25.92,31.8,19.8
2025/8/31 11:00,30.07,25.92,31.99,19.9
2025/8/31 11:10,30.11,26.09,32.06,20.02
2025/8/31 11:20,30.11,26.03,32.06,20.14
2025/8/31 11:30,30.15,26.07,32.2,20.14
2025/8/31 11:40,30.07,26.11,32.21,20.12
2025/8/31 11:50,30.05,26.15,32.33,20.28
2025/8/31 12:00,30.13,26.38,32.35,20.36
2025/8/31 12:10,30.11,25.94,32.2,20.26
2025/8/31 12:20,30.11,26.38,32.33,20.38
2025/8/31 13:50,29.24,26.28,32.61,21.5
2025/8/31 14:00,29.24,26.4,32.61,21.52
2025/8/31 14:10,29.26,26.41,32.65,21.56
2025/8/31 14:20,29.22,26.4,32.63,21.58
2025/8/31 14:30,29.26,26.32,32.65,21.56
2025/8/31 14:40,29.26,26.53,32.7,21.61
2025/8/31 14:50,29.26,26.53,32.97,21.73
2025/8/31 15:00,29.26,26.53,33.04,21.75
2025/8/31 15:10,29.11,26.34,33,21.85
2025/8/31 15:20,29.09,26.28,33.12,21.91
2025/8/31 15:30,29.11,26.51,33.29,21.97
2025/8/31 15:40,29.11,26.32,33.19,21.85
2025/8/31 15:50,29.07,26.28,33.02,21.61
2025/8/31 16:00,29.05,26.24,33.02,21.6
2025/8/31 16:10,29.04,26.09,32.93,21.52
2025/8/31 16:20,28.96,26.15,32.89,21.44
2025/8/31 16:30,28.96,26.13,32.93,21.44
2025/8/31 16:40,28.96,26.15,32.93,21.44
2025/8/31 16:50,28.96,26.17,32.93,21.44
2025/8/31 17:00,28.94,26.11,32.87,21.4
2025/8/31 17:10,28.92,26.15,32.91,21.38
2025/8/31 17:20,28.92,26.11,32.91,21.32
2025/8/31 17:30,28.9,26.15,32.89,21.3
2025/8/31 17:40,28.9,26.17,32.84,21.12
2025/8/31 17:50,28.89,26.05,32.84,21.24
2025/8/31 18:00,28.85,26.03,32.8,21.22
2025/8/31 18:10,28.83,25.98,32.78,21.2
2025/8/31 18:20,28.81,25.94,32.74,21.14
2025/8/31 18:30,28.81,25.94,32.74,21.12
2025/8/31 18:40,28.79,25.9,32.7,21.08
2025/8/31 18:50,28.66,25.88,32.7,21.06
2025/8/31 19:00,28.64,25.8,32.68,21.04
2025/8/31 19:10,28.62,25.84,32.67,21.02
2025/8/31 19:20,28.62,25.8,32.65,20.97
2025/8/31 19:30,28.6,25.8,32.63,20.97
2025/8/31 19:40,28.6,25.8,32.61,20.95
2025/8/31 19:50,28.6,25.82,32.61,20.93
2025/8/31 20:00,28.58,25.69,32.59,20.89
2025/8/31 20:10,28.58,25.77,32.57,20.79
2025/8/31 20:20,28.57,25.77,32.57,20.85
2025/8/31 20:30,28.57,25.77,32.57,20.89
2025/8/31 20:40,28.49,25.67,32.53,20.81
2025/8/31 20:50,28.49,25.69,32.57,20.79
2025/8/31 21:00,28.49,25.77,32.57,20.85
2025/8/31 21:10,28.47,25.71,32.55,20.83
2025/8/31 21:20,28.47,25.71,32.5,20.71
2025/8/31 21:30,28.45,25.61,32.5,20.79
2025/8/31 21:40,28.43,25.56,32.5,20.75
2025/8/31 21:50,28.43,25.44,32.44,20.73
2025/8/31 22:00,28.42,25.65,32.48,20.75
2025/8/31 22:10,28.42,25.69,32.48,20.71
2025/8/31 22:20,28.4,25.65,32.46,20.69
2025/8/31 22:30,28.26,25.23,32.31,20.57
2025/8/31 22:40,28.26,25.63,32.46,20.71
2025/8/31 22:50,28.26,25.63,32.44,20.65
2025/8/31 23:00,28.26,25.63,32.42,20.53
2025/8/31 23:10,28.26,25.63,32.42,20.67
2025/8/31 23:20,28.26,25.61,32.38,20.65
2025/8/31 23:30,28.25,25.61,32.42,20.65
2025/8/31 23:40,28.25,25.61,32.42,20.63
2025/8/31 23:50,28.19,25.61,32.4,20.63
2025/9/1 0:00,28.17,25.63,32.42,20.65
2025/9/1 0:10,28.17,25.63,32.42,20.65
2025/9/1 0:20,28.17,25.61,32.4,20.63
2025/9/1 0:30,28.15,25.35,32.35,20.63
2025/9/1 0:40,28.15,25.61,32.4,20.63
2025/9/1 0:50,28.13,25.58,32.38,20.61
2025/9/1 1:00,28.15,25.6,32.38,20.61
2025/9/1 1:10,28.13,25.54,32.38,20.59
2025/9/1 1:20,28.13,25.54,32.36,20.59
2025/9/1 1:30,28.11,25.56,32.38,20.57
2025/9/1 1:40,28.11,25.54,32.36,20.57
2025/9/1 1:50,28.11,25.56,32.36,20.57
2025/9/1 2:00,28.04,25.52,32.35,20.57
2025/9/1 2:10,28.04,25.54,32.36,20.53
2025/9/1 2:20,28.04,25.52,32.35,20.55
2025/9/1 2:30,28.02,25.52,32.35,20.55
2025/9/1 2:40,28,25.5,32.33,20.53
2025/9/1 2:50,28,25.48,32.33,20.51
